periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 1, Pasar Minggui ,Sulfat,(mg/L),4.08,0.81
Periode 1, Pasar Minggui ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.81
Periode 1, Pasar Minggui ,Organik (KMnO4),(mg/L),0.06,0.81
Periode 1, Pasar Minggui ,Suhu,(Celcius),23.9,0.81
Periode 1, Pasar Minggui ,Bakteri Koli,(Jlm/100mL),0,0.81
Periode 1, Pejaten Barat ,Zat Padat Terlarut,(mg/L),212,1.37
Periode 1, Pejaten Barat ,Kekeruhan,NTU,1,1.37
Periode 1, Pejaten Barat ,Besi (Fe),(mg/L),0.08,1.37
Periode 1, Pejaten Barat ,Fluorida,(mg/L),0.13,1.37
Periode 1, Pejaten Barat ,Total Hardness,(mg/L),204.26,1.37
Periode 1, Pejaten Barat ,Chlorida,(mg/L),30.25,1.37
Periode 1, Pejaten Barat ,Mangan (Mn),(mg/L),0.05,1.37
Periode 1, Pejaten Barat ,Nitrat,(mg/L),2.27,1.37
Periode 1, Pejaten Barat ,Nitrit,(mg/L),0.143,1.37
Periode 1, Pejaten Barat ,Ph,(mg/L),7.1,1.37
Periode 1, Pejaten Barat ,Seng (Zn),(mg/L),0.03,1.37
Periode 1, Pejaten Barat ,Sulfat,(mg/L),19.83,1.37
Periode 1, Pejaten Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.37
Periode 1, Pejaten Barat ,Organik (KMnO4),(mg/L),0.06,1.37
Periode 1, Pejaten Barat ,Suhu,(Celcius),23.8,1.37
Periode 1, Pejaten Barat ,Bakteri Koli,(Jlm/100mL),"3,3 x 103",1.37
Periode 1, Pejaten Timur ,Zat Padat Terlarut,(mg/L),116,0.82
Periode 1, Pejaten Timur ,Kekeruhan,NTU,0.2,0.82
Periode 1, Pejaten Timur ,Besi (Fe),(mg/L),0.08,0.82
Periode 1, Pejaten Timur ,Fluorida,(mg/L),0.05,0.82
Periode 1, Pejaten Timur ,Total Hardness,(mg/L),127.66,0.82
Periode 1, Pejaten Timur ,Chlorida,(mg/L),17.85,0.82
Periode 1, Pejaten Timur ,Mangan (Mn),(mg/L),0.05,0.82
Periode 1, Pejaten Timur ,Nitrat,(mg/L),2.48,0.82
Periode 1, Pejaten Timur ,Nitrit,(mg/L),0.013,0.82
Periode 1, Pejaten Timur ,Ph,(mg/L),7,0.82
Periode 1, Pejaten Timur ,Seng (Zn),(mg/L),0.04,0.82
Periode 1, Pejaten Timur ,Sulfat,(mg/L),3.93,0.82
Periode 1, Pejaten Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.82
Periode 1, Pejaten Timur ,Organik (KMnO4),(mg/L),0.06,0.82
Periode 1, Pejaten Timur ,Suhu,(Celcius),23.8,0.82
Periode 1, Pejaten Timur ,Bakteri Koli,(Jlm/100mL),200,0.82
Periode 1, Ragunan ,Zat Padat Terlarut,(mg/L),143,0.84
Periode 1, Ragunan ,Kekeruhan,NTU,0.1,0.84
Periode 1, Ragunan ,Besi (Fe),(mg/L),0.08,0.84
Periode 1, Ragunan ,Fluorida,(mg/L),0.05,0.84
Periode 1, Ragunan ,Total Hardness,(mg/L),123.4,0.84
Periode 1, Ragunan ,Chlorida,(mg/L),48.6,0.84
Periode 1, Ragunan ,Mangan (Mn),(mg/L),0.05,0.84
Periode 1, Ragunan ,Nitrat,(mg/L),2.58,0.84
Periode 1, Ragunan ,Nitrit,(mg/L),0.009,0.84
Periode 1, Ragunan ,Ph,(mg/L),6.5,0.84
Periode 1, Ragunan ,Seng (Zn),(mg/L),0.02,0.84
Periode 1, Ragunan ,Sulfat,(mg/L),8.72,0.84
Periode 1, Ragunan ,Senyawa Aktif Biru Metilen,(mg/L),0.07,0.84
Periode 1, Ragunan ,Organik (KMnO4),(mg/L),0.06,0.84
Periode 1, Ragunan ,Suhu,(Celcius),23.7,0.84
Periode 1, Ragunan ,Bakteri Koli,(Jlm/100mL),500,0.84
Periode 1, Cipulir ,Zat Padat Terlarut,(mg/L),249,1.65
Periode 1, Cipulir ,Kekeruhan,NTU,0.02,1.65
Periode 1, Cipulir ,Besi (Fe),(mg/L),0.08,1.65
Periode 1, Cipulir ,Fluorida,(mg/L),0.33,1.65
Periode 1, Cipulir ,Total Hardness,(mg/L),278.26,1.65
Periode 1, Cipulir ,Chlorida,(mg/L),18.53,1.65
Periode 1, Cipulir ,Mangan (Mn),(mg/L),0.05,1.65
Periode 1, Cipulir ,Nitrat,(mg/L),2.87,1.65
Periode 1, Cipulir ,Nitrit,(mg/L),0.015,1.65
Periode 1, Cipulir ,Ph,(mg/L),8,1.65
Periode 1, Cipulir ,Seng (Zn),(mg/L),0.01,1.65
Periode 1, Cipulir ,Sulfat,(mg/L),48.72,1.65
Periode 1, Cipulir ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.65
Periode 1, Cipulir ,Organik (KMnO4),(mg/L),0.42,1.65
Periode 1, Cipulir ,Suhu,(Celcius),22.3,1.65
Periode 1, Cipulir ,Bakteri Koli,(Jlm/100mL),100,1.65
Periode 1, Grogol Selatan ,Zat Padat Terlarut,(mg/L),282,1.31
Periode 1, Grogol Selatan ,Kekeruhan,NTU,0.01,1.31
Periode 1, Grogol Selatan ,Besi (Fe),(mg/L),0.08,1.31
Periode 1, Grogol Selatan ,Fluorida,(mg/L),0.31,1.31
Periode 1, Grogol Selatan ,Total Hardness,(mg/L),186.96,1.31
Periode 1, Grogol Selatan ,Chlorida,(mg/L),66.52,1.31
Periode 1, Grogol Selatan ,Mangan (Mn),(mg/L),0.05,1.31
Periode 1, Grogol Selatan ,Nitrat,(mg/L),2.02,1.31
Periode 1, Grogol Selatan ,Nitrit,(mg/L),0.004,1.31
Periode 1, Grogol Selatan ,Ph,(mg/L),7.4,1.31
Periode 1, Grogol Selatan ,Seng (Zn),(mg/L),0.01,1.31
Periode 1, Grogol Selatan ,Sulfat,(mg/L),41.34,1.31
Periode 1, Grogol Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.31
Periode 1, Grogol Selatan ,Organik (KMnO4),(mg/L),0.48,1.31
Periode 1, Grogol Selatan ,Suhu,(Celcius),22.2,1.31
Periode 1, Grogol Selatan ,Bakteri Koli,(Jlm/100mL),300,1.31
Periode 1, Kebayoran Lama Selatan ,Zat Padat Terlarut,(mg/L),234,1.19
Periode 1, Kebayoran Lama Selatan ,Kekeruhan,NTU,0.4,1.19
Periode 1, Kebayoran Lama Selatan ,Besi (Fe),(mg/L),0.08,1.19
Periode 1, Kebayoran Lama Selatan ,Fluorida,(mg/L),0.16,1.19
Periode 1, Kebayoran Lama Selatan ,Total Hardness,(mg/L),195.65,1.19
Periode 1, Kebayoran Lama Selatan ,Chlorida,(mg/L),47.99,1.19
Periode 1, Kebayoran Lama Selatan ,Mangan (Mn),(mg/L),0.05,1.19
Periode 1, Kebayoran Lama Selatan ,Nitrat,(mg/L),1.78,1.19
Periode 1, Kebayoran Lama Selatan ,Nitrit,(mg/L),0.051,1.19
Periode 1, Kebayoran Lama Selatan ,Ph,(mg/L),7.1,1.19
Periode 1, Kebayoran Lama Selatan ,Seng (Zn),(mg/L),0.04,1.19
Periode 1, Kebayoran Lama Selatan ,Sulfat,(mg/L),11.33,1.19
Periode 1, Kebayoran Lama Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.19
Periode 1, Kebayoran Lama Selatan ,Organik (KMnO4),(mg/L),0.11,1.19
Periode 1, Kebayoran Lama Selatan ,Suhu,(Celcius),22.2,1.19
Periode 1, Kebayoran Lama Selatan ,Bakteri Koli,(Jlm/100mL),1000,1.19
Periode 1, Kebayoran ,Zat Padat Terlarut,(mg/L),184,1.00
Periode 1, Kebayoran ,Kekeruhan,NTU,0.3,1.00
Periode 1, Kebayoran ,Besi (Fe),(mg/L),0.08,1.00
Periode 1, Kebayoran ,Fluorida,(mg/L),0.21,1.00
Periode 1, Kebayoran ,Total Hardness,(mg/L),108.7,1.00
Periode 1, Kebayoran ,Chlorida,(mg/L),43.24,1.00
Periode 1, Kebayoran ,Mangan (Mn),(mg/L),0.05,1.00
Periode 1, Kebayoran ,Nitrat,(mg/L),3.54,1.00
Periode 1, Kebayoran ,Nitrit,(mg/L),0.007,1.00
Periode 1, Kebayoran ,Ph,(mg/L),7.2,1.00
Periode 1, Kebayoran ,Seng (Zn),(mg/L),0.01,1.00
Periode 1, Kebayoran ,Sulfat,(mg/L),22.77,1.00
Periode 1, Kebayoran ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.00
Periode 1, Kebayoran ,Organik (KMnO4),(mg/L),0.14,1.00
Periode 1, Kebayoran ,Suhu,(Celcius),22.2,1.00
Periode 1, Kebayoran ,Bakteri Koli,(Jlm/100mL),200,1.00
Periode 1, Grogol Utara ,Zat Padat Terlarut,(mg/L),337,3.82
Periode 1, Grogol Utara ,Kekeruhan,NTU,0.9,3.82
Periode 1, Grogol Utara ,Besi (Fe),(mg/L),0.08,3.82
Periode 1, Grogol Utara ,Fluorida,(mg/L),0.28,3.82
Periode 1, Grogol Utara ,Total Hardness,(mg/L),297.17,3.82
Periode 1, Grogol Utara ,Chlorida,(mg/L),43.71,3.82
Periode 1, Grogol Utara ,Mangan (Mn),(mg/L),1.53,3.82
Periode 1, Grogol Utara ,Nitrat,(mg/L),0,3.82
Periode 1, Grogol Utara ,Nitrit,(mg/L),0.005,3.82
Periode 1, Grogol Utara ,Ph,(mg/L),7.7,3.82
Periode 1, Grogol Utara ,Seng (Zn),(mg/L),0.01,3.82
Periode 1, Grogol Utara ,Sulfat,(mg/L),26.29,3.82
Periode 1, Grogol Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.82
Periode 1, Grogol Utara ,Organik (KMnO4),(mg/L),1.9,3.82
Periode 1, Grogol Utara ,Suhu,(Celcius),23.6,3.82
Periode 1, Grogol Utara ,Bakteri Koli,(Jlm/100mL),0,3.82
Periode 1, Pondok Pinang ,Zat Padat Terlarut,(mg/L),213,1.39
Periode 1, Pondok Pinang ,Kekeruhan,NTU,0.8,1.39
Periode 1, Pondok Pinang ,Besi (Fe),(mg/L),0.08,1.39
Periode 1, Pondok Pinang ,Fluorida,(mg/L),0.31,1.39
Periode 1, Pondok Pinang ,Total Hardness,(mg/L),208.33,1.39
Periode 1, Pondok Pinang ,Chlorida,(mg/L),38.01,1.39
Periode 1, Pondok Pinang ,Mangan (Mn),(mg/L),0.22,1.39
Periode 1, Pondok Pinang ,Nitrat,(mg/L),0.24,1.39
Periode 1, Pondok Pinang ,Nitrit,(mg/L),0.005,1.39
Periode 1, Pondok Pinang ,Ph,(mg/L),7.1,1.39
Periode 1, Pondok Pinang ,Seng (Zn),(mg/L),0.01,1.39
Periode 1, Pondok Pinang ,Sulfat,(mg/L),6.42,1.39
Periode 1, Pondok Pinang ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.39
Periode 1, Pondok Pinang ,Organik (KMnO4),(mg/L),0.37,1.39
Periode 1, Pondok Pinang ,Suhu,(Celcius),23.5,1.39
Periode 1, Pondok Pinang ,Bakteri Koli,(Jlm/100mL),0,1.39
Periode 1, Cilandak Barat ,Zat Padat Terlarut,(mg/L),148,0.58
Periode 1, Cilandak Barat ,Kekeruhan,NTU,0.3,0.58
Periode 1, Cilandak Barat ,Besi (Fe),(mg/L),0.08,0.58
Periode 1, Cilandak Barat ,Fluorida,(mg/L),0.05,0.58
Periode 1, Cilandak Barat ,Total Hardness,(mg/L),110.64,0.58
Periode 1, Cilandak Barat ,Chlorida,(mg/L),34.22,0.58
Periode 1, Cilandak Barat ,Mangan (Mn),(mg/L),0.05,0.58
Periode 1, Cilandak Barat ,Nitrat,(mg/L),3.08,0.58
Periode 1, Cilandak Barat ,Nitrit,(mg/L),0.003,0.58
Periode 1, Cilandak Barat ,Ph,(mg/L),7,0.58
Periode 1, Cilandak Barat ,Seng (Zn),(mg/L),0.01,0.58
Periode 1, Cilandak Barat ,Sulfat,(mg/L),15.95,0.58
Periode 1, Cilandak Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.58
Periode 1, Cilandak Barat ,Organik (KMnO4),(mg/L),0.06,0.58
Periode 1, Cilandak Barat ,Suhu,(Celcius),23.4,0.58
Periode 1, Cilandak Barat ,Bakteri Koli,(Jlm/100mL),0,0.58
Periode 1, Cipete Selatan ,Zat Padat Terlarut,(mg/L),184,0.99
Periode 1, Cipete Selatan ,Kekeruhan,NTU,0.9,0.99
Periode 1, Cipete Selatan ,Besi (Fe),(mg/L),0.08,0.99
Periode 1, Cipete Selatan ,Fluorida,(mg/L),0.05,0.99
Periode 1, Cipete Selatan ,Total Hardness,(mg/L),182.98,0.99
Periode 1, Cipete Selatan ,Chlorida,(mg/L),25.29,0.99
Periode 1, Cipete Selatan ,Mangan (Mn),(mg/L),0.07,0.99
Periode 1, Cipete Selatan ,Nitrat,(mg/L),0.7,0.99
Periode 1, Cipete Selatan ,Nitrit,(mg/L),0.003,0.99
Periode 1, Cipete Selatan ,Ph,(mg/L),7.2,0.99
Periode 1, Cipete Selatan ,Seng (Zn),(mg/L),0.01,0.99
Periode 1, Cipete Selatan ,Sulfat,(mg/L),29.24,0.99
Periode 1, Cipete Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.04,0.99
Periode 1, Cipete Selatan ,Organik (KMnO4),(mg/L),0.06,0.99
Periode 1, Cipete Selatan ,Suhu,(Celcius),23,0.99
Periode 1, Cipete Selatan ,Bakteri Koli,(Jlm/100mL),0,0.99
Periode 1, Gandaria Selatan ,Zat Padat Terlarut,(mg/L),155,0.73
Periode 1, Gandaria Selatan ,Kekeruhan,NTU,0.2,0.73
Periode 1, Gandaria Selatan ,Besi (Fe),(mg/L),0.08,0.73
Periode 1, Gandaria Selatan ,Fluorida,(mg/L),0.05,0.73
Periode 1, Gandaria Selatan ,Total Hardness,(mg/L),97.87,0.73
Periode 1, Gandaria Selatan ,Chlorida,(mg/L),43.64,0.73
Periode 1, Gandaria Selatan ,Mangan (Mn),(mg/L),0.19,0.73
Periode 1, Gandaria Selatan ,Nitrat,(mg/L),2.24,0.73
Periode 1, Gandaria Selatan ,Nitrit,(mg/L),0.005,0.73
Periode 1, Gandaria Selatan ,Ph,(mg/L),5.3,0.73
Periode 1, Gandaria Selatan ,Seng (Zn),(mg/L),0.05,0.73
Periode 1, Gandaria Selatan ,Sulfat,(mg/L),20.5,0.73
Periode 1, Gandaria Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.73
Periode 1, Gandaria Selatan ,Organik (KMnO4),(mg/L),0.13,0.73
Periode 1, Gandaria Selatan ,Suhu,(Celcius),22.9,0.73
Periode 1, Gandaria Selatan ,Bakteri Koli,(Jlm/100mL),0,0.73
Periode 1, Lebak Bulus ,Zat Padat Terlarut,(mg/L),417,1.05
Periode 1, Lebak Bulus ,Kekeruhan,NTU,2.7,1.05
Periode 1, Lebak Bulus ,Besi (Fe),(mg/L),0.08,1.05
Periode 1, Lebak Bulus ,Fluorida,(mg/L),0.05,1.05
Periode 1, Lebak Bulus ,Total Hardness,(mg/L),106.38,1.05
Periode 1, Lebak Bulus ,Chlorida,(mg/L),11.41,1.05
Periode 1, Lebak Bulus ,Mangan (Mn),(mg/L),0.05,1.05
Periode 1, Lebak Bulus ,Nitrat,(mg/L),2.43,1.05
Periode 1, Lebak Bulus ,Nitrit,(mg/L),0.003,1.05
Periode 1, Lebak Bulus ,Ph,(mg/L),7.1,1.05
Periode 1, Lebak Bulus ,Seng (Zn),(mg/L),0.13,1.05
Periode 1, Lebak Bulus ,Sulfat,(mg/L),16.57,1.05
Periode 1, Lebak Bulus ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.05
Periode 1, Lebak Bulus ,Organik (KMnO4),(mg/L),0.06,1.05
Periode 1, Lebak Bulus ,Suhu,(Celcius),23.9,1.05
Periode 1, Lebak Bulus ,Bakteri Koli,(Jlm/100mL),"4,1 x 103",1.05
Periode 1, Pondok Labu ,Zat Padat Terlarut,(mg/L),87.6,0.65
Periode 1, Pondok Labu ,Kekeruhan,NTU,0.9,0.65
Periode 1, Pondok Labu ,Besi (Fe),(mg/L),0.08,0.65
Periode 1, Pondok Labu ,Fluorida,(mg/L),0.05,0.65
Periode 1, Pondok Labu ,Total Hardness,(mg/L),76.6,0.65
Periode 1, Pondok Labu ,Chlorida,(mg/L),21.82,0.65
Periode 1, Pondok Labu ,Mangan (Mn),(mg/L),0.05,0.65
Periode 1, Pondok Labu ,Nitrat,(mg/L),2.14,0.65
Periode 1, Pondok Labu ,Nitrit,(mg/L),0.003,0.65
Periode 1, Pondok Labu ,Ph,(mg/L),6.4,0.65
Periode 1, Pondok Labu ,Seng (Zn),(mg/L),0.01,0.65
Periode 1, Pondok Labu ,Sulfat,(mg/L),15.71,0.65
Periode 1, Pondok Labu ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.65
Periode 1, Pondok Labu ,Organik (KMnO4),(mg/L),0.06,0.65
Periode 1, Pondok Labu ,Suhu,(Celcius),23.8,0.65
Periode 1, Pondok Labu ,Bakteri Koli,(Jlm/100mL),0,0.65
Periode 1, Cipete Utara ,Zat Padat Terlarut,(mg/L),220,1.52
Periode 1, Cipete Utara ,Kekeruhan,NTU,3.4,1.52
Periode 1, Cipete Utara ,Besi (Fe),(mg/L),0.08,1.52
Periode 1, Cipete Utara ,Fluorida,(mg/L),0.52,1.52
Periode 1, Cipete Utara ,Total Hardness,(mg/L),217.39,1.52
Periode 1, Cipete Utara ,Chlorida,(mg/L),32.31,1.52
Periode 1, Cipete Utara ,Mangan (Mn),(mg/L),0.05,1.52
Periode 1, Cipete Utara ,Nitrat,(mg/L),0.14,1.52
Periode 1, Cipete Utara ,Nitrit,(mg/L),0.004,1.52
Periode 1, Cipete Utara ,Ph,(mg/L),7.4,1.52
Periode 1, Cipete Utara ,Seng (Zn),(mg/L),0.01,1.52
Periode 1, Cipete Utara ,Sulfat,(mg/L),131.48,1.52
Periode 1, Cipete Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.52
Periode 1, Cipete Utara ,Organik (KMnO4),(mg/L),0.06,1.52
Periode 1, Cipete Utara ,Suhu,(Celcius),22.4,1.52
Periode 1, Cipete Utara ,Bakteri Koli,(Jlm/100mL),400,1.52
Periode 1, Gandaria Utara ,Zat Padat Terlarut,(mg/L),172,3.98
Periode 1, Gandaria Utara ,Kekeruhan,NTU,0.02,3.98
Periode 1, Gandaria Utara ,Besi (Fe),(mg/L),0.08,3.98
Periode 1, Gandaria Utara ,Fluorida,(mg/L),0.18,3.98
Periode 1, Gandaria Utara ,Total Hardness,(mg/L),147.83,3.98
Periode 1, Gandaria Utara ,Chlorida,(mg/L),47.99,3.98
Periode 1, Gandaria Utara ,Mangan (Mn),(mg/L),0.05,3.98
Periode 1, Gandaria Utara ,Nitrat,(mg/L),4.32,3.98
Periode 1, Gandaria Utara ,Nitrit,(mg/L),1.19,3.98
Periode 1, Gandaria Utara ,Ph,(mg/L),7.2,3.98
Periode 1, Gandaria Utara ,Seng (Zn),(mg/L),0.01,3.98
Periode 1, Gandaria Utara ,Sulfat,(mg/L),21.11,3.98
Periode 1, Gandaria Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.98
Periode 1, Gandaria Utara ,Organik (KMnO4),(mg/L),8.31,3.98
Periode 1, Gandaria Utara ,Suhu,(Celcius),23.8,3.98
Periode 1, Gandaria Utara ,Bakteri Koli,(Jlm/100mL),0,3.98
Periode 1, Gunung ,Zat Padat Terlarut,(mg/L),194,0.99
Periode 1, Gunung ,Kekeruhan,NTU,1.8,0.99
Periode 1, Gunung ,Besi (Fe),(mg/L),0.08,0.99
Periode 1, Gunung ,Fluorida,(mg/L),0.19,0.99
Periode 1, Gunung ,Total Hardness,(mg/L),173.91,0.99
Periode 1, Gunung ,Chlorida,(mg/L),23.28,0.99
Periode 1, Gunung ,Mangan (Mn),(mg/L),0.05,0.99
Periode 1, Gunung ,Nitrat,(mg/L),0.26,0.99
Periode 1, Gunung ,Nitrit,(mg/L),0.009,0.99
Periode 1, Gunung ,Ph,(mg/L),7.7,0.99
Periode 1, Gunung ,Seng (Zn),(mg/L),0.01,0.99
Periode 1, Gunung ,Sulfat,(mg/L),5.82,0.99
Periode 1, Gunung ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.99
Periode 1, Gunung ,Organik (KMnO4),(mg/L),0.26,0.99
Periode 1, Gunung ,Suhu,(Celcius),23.5,0.99
Periode 1, Gunung ,Bakteri Koli,(Jlm/100mL),100,0.99
Periode 1, Kramat Pela ,Zat Padat Terlarut,(mg/L),116,0.79
Periode 1, Kramat Pela ,Kekeruhan,NTU,0.1,0.79
Periode 1, Kramat Pela ,Besi (Fe),(mg/L),0.08,0.79
Periode 1, Kramat Pela ,Fluorida,(mg/L),0.18,0.79
Periode 1, Kramat Pela ,Total Hardness,(mg/L),95.65,0.79
Periode 1, Kramat Pela ,Chlorida,(mg/L),27.08,0.79
Periode 1, Kramat Pela ,Mangan (Mn),(mg/L),0.05,0.79
Periode 1, Kramat Pela ,Nitrat,(mg/L),2.28,0.79
Periode 1, Kramat Pela ,Nitrit,(mg/L),0.003,0.79
Periode 1, Kramat Pela ,Ph,(mg/L),7.2,0.79
Periode 1, Kramat Pela ,Seng (Zn),(mg/L),0.01,0.79
Periode 1, Kramat Pela ,Sulfat,(mg/L),7.43,0.79
Periode 1, Kramat Pela ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.79
Periode 1, Kramat Pela ,Organik (KMnO4),(mg/L),0.26,0.79
Periode 1, Kramat Pela ,Suhu,(Celcius),23.4,0.79
Periode 1, Kramat Pela ,Bakteri Koli,(Jlm/100mL),500,0.79
Periode 1, Selong ,Zat Padat Terlarut,(mg/L),245,1.53
Periode 1, Selong ,Kekeruhan,NTU,0.9,1.53
Periode 1, Selong ,Besi (Fe),(mg/L),0.08,1.53
Periode 1, Selong ,Fluorida,(mg/L),0.37,1.53
Periode 1, Selong ,Total Hardness,(mg/L),227.27,1.53
Periode 1, Selong ,Chlorida,(mg/L),40.98,1.53
Periode 1, Selong ,Mangan (Mn),(mg/L),0.09,1.53
Periode 1, Selong ,Nitrat,(mg/L),3.12,1.53
Periode 1, Selong ,Nitrit,(mg/L),0.01,1.53
Periode 1, Selong ,Ph,(mg/L),6.7,1.53
Periode 1, Selong ,Seng (Zn),(mg/L),0.01,1.53
Periode 1, Selong ,Sulfat,(mg/L),21.84,1.53
Periode 1, Selong ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.53
Periode 1, Selong ,Organik (KMnO4),(mg/L),0.22,1.53
Periode 1, Selong ,Suhu,(Celcius),22.7,1.53
Periode 1, Selong ,Bakteri Koli,(Jlm/100mL),"2,9 x 104",1.53
Periode 1, Melawai ,Zat Padat Terlarut,(mg/L),174,1.03
Periode 1, Melawai ,Kekeruhan,NTU,0.6,1.03
Periode 1, Melawai ,Besi (Fe),(mg/L),0.08,1.03
Periode 1, Melawai ,Fluorida,(mg/L),0.14,1.03
Periode 1, Melawai ,Total Hardness,(mg/L),131.82,1.03
Periode 1, Melawai ,Chlorida,(mg/L),28.84,1.03
Periode 1, Melawai ,Mangan (Mn),(mg/L),0.05,1.03
Periode 1, Melawai ,Nitrat,(mg/L),3.4,1.03
Periode 1, Melawai ,Nitrit,(mg/L),0.011,1.03
Periode 1, Melawai ,Ph,(mg/L),6.6,1.03
Periode 1, Melawai ,Seng (Zn),(mg/L),1.41,1.03
Periode 1, Melawai ,Sulfat,(mg/L),20.07,1.03
Periode 1, Melawai ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.03
Periode 1, Melawai ,Organik (KMnO4),(mg/L),0.13,1.03
Periode 1, Melawai ,Suhu,(Celcius),22.2,1.03
Periode 1, Melawai ,Bakteri Koli,(Jlm/100mL),5 x 103,1.03
Periode 1, Pulo ,Zat Padat Terlarut,(mg/L),225,1.09
Periode 1, Pulo ,Kekeruhan,NTU,1.4,1.09
Periode 1, Pulo ,Besi (Fe),(mg/L),0.08,1.09
Periode 1, Pulo ,Fluorida,(mg/L),0.16,1.09
Periode 1, Pulo ,Total Hardness,(mg/L),218.18,1.09
Periode 1, Pulo ,Chlorida,(mg/L),21.25,1.09
Periode 1, Pulo ,Mangan (Mn),(mg/L),0.05,1.09
Periode 1, Pulo ,Nitrat,(mg/L),0.16,1.09
Periode 1, Pulo ,Nitrit,(mg/L),0.003,1.09
Periode 1, Pulo ,Ph,(mg/L),7.9,1.09
Periode 1, Pulo ,Seng (Zn),(mg/L),0.02,1.09
Periode 1, Pulo ,Sulfat,(mg/L),12.51,1.09
Periode 1, Pulo ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.09
Periode 1, Pulo ,Organik (KMnO4),(mg/L),0.07,1.09
Periode 1, Pulo ,Suhu,(Celcius),22.8,1.09
Periode 1, Pulo ,Bakteri Koli,(Jlm/100mL),300,1.09
Periode 1, Senayan ,Zat Padat Terlarut,(mg/L),176,1.73
Periode 1, Senayan ,Kekeruhan,NTU,1.8,1.73
Periode 1, Senayan ,Besi (Fe),(mg/L),0.08,1.73
Periode 1, Senayan ,Fluorida,(mg/L),0.16,1.73
Periode 1, Senayan ,Total Hardness,(mg/L),163.64,1.73
Periode 1, Senayan ,Chlorida,(mg/L),39.46,1.73
Periode 1, Senayan ,Mangan (Mn),(mg/L),0.61,1.73
Periode 1, Senayan ,Nitrat,(mg/L),0,1.73
Periode 1, Senayan ,Nitrit,(mg/L),0.006,1.73
Periode 1, Senayan ,Ph,(mg/L),6.5,1.73
Periode 1, Senayan ,Seng (Zn),(mg/L),0.01,1.73
Periode 1, Senayan ,Sulfat,(mg/L),26.61,1.73
Periode 1, Senayan ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.73
Periode 1, Senayan ,Organik (KMnO4),(mg/L),0.13,1.73
Periode 1, Senayan ,Suhu,(Celcius),23,1.73
Periode 1, Senayan ,Bakteri Koli,(Jlm/100mL),"1,7 x 104",1.73
Periode 1, Pelogogan ,Zat Padat Terlarut,(mg/L),109,0.75
Periode 1, Pelogogan ,Kekeruhan,NTU,1.1,0.75
Periode 1, Pelogogan ,Besi (Fe),(mg/L),0.08,0.75
Periode 1, Pelogogan ,Fluorida,(mg/L),0.17,0.75
Periode 1, Pelogogan ,Total Hardness,(mg/L),81.82,0.75
Periode 1, Pelogogan ,Chlorida,(mg/L),22.26,0.75
Periode 1, Pelogogan ,Mangan (Mn),(mg/L),0.05,0.75
Periode 1, Pelogogan ,Nitrat,(mg/L),1.88,0.75
Periode 1, Pelogogan ,Nitrit,(mg/L),0.003,0.75
Periode 1, Pelogogan ,Ph,(mg/L),7.3,0.75
Periode 1, Pelogogan ,Seng (Zn),(mg/L),0.01,0.75
Periode 1, Pelogogan ,Sulfat,(mg/L),7.08,0.75
Periode 1, Pelogogan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.75
Periode 1, Pelogogan ,Organik (KMnO4),(mg/L),0.34,0.75
Periode 1, Pelogogan ,Suhu,(Celcius),22.6,0.75
Periode 1, Pelogogan ,Bakteri Koli,(Jlm/100mL),0,0.75
Periode 1, Rawa Barat ,Zat Padat Terlarut,(mg/L),183,1.17
Periode 1, Rawa Barat ,Kekeruhan,NTU,0.3,1.17
Periode 1, Rawa Barat ,Besi (Fe),(mg/L),0.21,1.17
Periode 1, Rawa Barat ,Fluorida,(mg/L),0.16,1.17
Periode 1, Rawa Barat ,Total Hardness,(mg/L),139.13,1.17
Periode 1, Rawa Barat ,Chlorida,(mg/L),35.64,1.17
Periode 1, Rawa Barat ,Mangan (Mn),(mg/L),0.05,1.17
Periode 1, Rawa Barat ,Nitrat,(mg/L),2.65,1.17
